area,pressure,timeBetweenDown,timeBetweenUp,timeLapsePress,x,y,area,pressure,timeBetweenTouch,timeBetweenDown,timeBetweenUp,timeLapsePress,x,y,area,pressure,timeBetweenTouch,timeBetweenDown,timeBetweenUp,timeLapsePress,x,y,area,pressure,timeBetweenTouch,timeBetweenDown,timeBetweenUp,timeLapsePress,x,y,area,pressure,timeBetweenTouch,timeBetweenDown,timeBetweenUp,timeLapsePress,x,y,area,pressure,timeBetweenTouch,timeBetweenDown,timeBetweenUp,timeLapsePress,x,y,user,length
0,0.003921568859369,72795176,72795287,111,117,80,0,0.003921568859369,266,72795553,72795638,85,166,102,0,0.003921568859369,617,72796255,72796348,93,101,79,0,0.003921568859369,126,72796474,72796543,69,122,101,0,0.003921568859369,857,72797400,72797467,67,117,101,0,0.003921568859369,135,72797602,72797661,59,80,114,24,pin-length-6
2333333504,0.211764723062515,308410982,308411143,161,86,86,3000000000,0.203921586275101,2177,308413320,308413444,124,46,145,2666666752,0.207843154668808,1066,308414510,308414615,105,95,120,3000000000,0.203921586275101,774,308415389,308415505,116,48,109,2666666752,0.215686291456223,484,308415989,308416095,106,85,106,3000000000,0.211764723062515,600,308416695,308416791,96,49,105,25,pin-length-6
3333333504,0.235294133424759,308417643,308417748,105,74,130,3333333504,0.239215701818466,437,308418185,308418300,115,62,128,3666666752,0.274509817361832,1132,308419432,308419538,106,95,130,2333333504,0.200000017881393,445,308419983,308420098,115,72,123,2666666752,0.227450996637344,610,308420708,308420805,97,93,120,3333333504,0.231372565031052,194,308420999,308421085,86,106,99,25,pin-length-6
3333333504,0.231372565031052,308421888,308421993,105,81,110,3000000000,0.21960785984993,330,308422323,308422429,106,62,121,3666666752,0.274509817361832,378,308422807,308422912,105,119,124,2666666752,0.207843154668808,465,308423377,308423464,87,74,111,3000000000,0.227450996637344,281,308423745,308423851,106,83,101,2666666752,0.211764723062515,184,308424035,308424121,86,114,104,25,pin-length-6
3333333504,0.235294133424759,308425361,308425475,114,73,118,3000000000,0.227450996637344,379,308425854,308425968,114,61,151,3333333504,0.250980406999588,388,308426356,308426481,125,88,134,2666666752,0.207843154668808,436,308426917,308427023,106,73,118,2666666752,0.203921586275101,552,308427575,308427641,66,78,125,2666666752,0.227450996637344,195,308427836,308427922,86,104,123,25,pin-length-6
3333333504,0.227450996637344,308428590,308428705,115,61,122,3000000000,0.211764723062515,311,308429016,308429160,144,45,130,3666666752,0.250980406999588,455,308429615,308429682,67,89,119,2666666752,0.207843154668808,455,308430137,308430243,106,70,140,3000000000,0.21960785984993,659,308430902,308431016,114,88,114,2666666752,0.223529428243637,146,308431162,308431258,96,100,117,25,pin-length-6
0,0.003921568859369,63600192,63600268,76,134,111,0,0.003921568859369,550,63600818,63600896,78,114,78,0,0.003921568859369,733,63601629,63601713,84,106,109,0,0.003921568859369,966,63602679,63602755,76,128,97,0,0.003921568859369,709,63603464,63603531,67,136,86,0,0.003921568859369,343,63603874,63603942,68,60,121,27,pin-length-6
0,0.003921568859369,63605346,63605404,58,112,98,0,0.003921568859369,534,63605938,63606014,76,113,114,0,0.003921568859369,732,63606746,63606832,86,107,118,0,0.003921568859369,441,63607273,63607341,68,132,130,0,0.003921568859369,544,63607885,63607952,67,143,94,0,0.003921568859369,301,63608253,63608329,76,107,116,27,pin-length-6
0,0.003921568859369,63609602,63609653,51,146,104,0,0.003921568859369,500,63610153,63610204,51,134,94,0,0.003921568859369,623,63610827,63610895,68,88,89,0,0.003921568859369,383,63611278,63611363,85,131,126,0,0.003921568859369,492,63611855,63611924,69,126,103,0,0.003921568859369,316,63612240,63612299,59,68,101,27,pin-length-6
0,0.003921568859369,63613365,63613440,75,173,115,0,0.003921568859369,369,63613809,63613877,68,119,110,0,0.003921568859369,491,63614368,63614436,68,90,92,0,0.003921568859369,333,63614769,63614845,76,143,95,0,0.003921568859369,351,63615196,63615247,51,151,94,0,0.003921568859369,344,63615591,63615650,59,107,102,27,pin-length-6
0,0.003921568859369,63616565,63616642,77,166,91,0,0.003921568859369,343,63616985,63617053,68,103,79,0,0.003921568859369,301,63617354,63617438,84,62,99,0,0.003921568859369,343,63617781,63617865,84,130,128,0,0.003921568859369,334,63618199,63618267,68,123,73,0,0.003921568859369,342,63618609,63618659,50,94,130,27,pin-length-6
0,1,314384278,314384331,53,90,88,0,1,243,314384574,314384608,34,115,118,0,1,366,314384974,314385038,64,85,113,0,1,321,314385359,314385390,31,99,104,0,1,287,314385677,314385716,39,103,103,0,1,166,314385882,314385914,32,114,11,28,pin-length-6
0,1,314386962,314387006,44,85,134,0,1,236,314387242,314387266,24,106,27,0,1,225,314387491,314387549,58,92,120,0,1,152,314387701,314387748,47,139,144,0,1,201,314387949,314387999,50,99,87,0,1,143,314388142,314388174,32,69,30,28,pin-length-6
0,1,314388705,314388757,52,117,93,0,1,228,314388985,314389024,39,111,55,0,1,234,314389258,314389290,32,71,66,0,1,136,314389426,314389466,40,93,76,0,1,393,314389859,314389891,32,71,66,0,1,152,314390043,314390075,32,56,52,28,pin-length-6
0,1,314390784,314390841,57,101,115,0,1,220,314391061,314391125,64,104,13,0,1,210,314391335,314391376,41,76,107,0,1,125,314391501,314391549,48,136,69,0,1,228,314391777,314391809,32,100,94,0,1,167,314391976,314391994,18,59,63,28,pin-length-6
0,1,314392587,314392616,29,87,73,0,1,254,314392870,314392917,47,121,54,0,1,455,314393372,314393401,29,58,56,0,1,178,314393579,314393600,21,108,83,0,1,227,314393827,314393851,24,94,105,0,1,143,314393994,314394017,23,87,56,28,pin-length-6
3000000000,0.203921586275101,16541102,16541177,75,142,87,3000000000,0.211764723062515,327,16541504,16541591,87,133,83,2666666752,0.200000017881393,10087,16551678,16551805,127,97,76,2666666752,0.200000017881393,680,16552485,16552562,77,111,63,2666666752,0.196078449487686,723,16553285,16553371,86,90,82,3000000000,0.203921586275101,397,16553768,16553836,68,148,66,33,pin-length-6
2666666752,0.192156881093979,16554881,16554981,100,114,81,2333333504,0.192156881093979,1203,16556184,16556272,88,81,119,2666666752,0.192156881093979,1318,16557590,16557657,67,112,104,2666666752,0.200000017881393,549,16558206,16558293,87,91,129,3000000000,0.203921586275101,143,16558436,16558529,93,70,121,3000000000,0.207843154668808,171,16558700,16558772,72,110,112,33,pin-length-6
3000000000,0.215686291456223,16576438,16576534,96,141,70,3000000000,0.223529428243637,446,16576980,16577090,110,147,96,3000000000,0.207843154668808,810,16577900,16578000,100,164,78,3000000000,0.211764723062515,510,16578510,16578597,87,141,103,3333333504,0.211764723062515,579,16579176,16579264,88,166,121,3666666752,0.227450996637344,175,16579439,16579528,89,92,80,33,pin-length-6
2666666752,0.196078449487686,16580732,16580811,79,171,83,3000000000,0.200000017881393,214,16581025,16581126,101,147,76,3000000000,0.207843154668808,700,16581826,16581912,86,160,56,2333333504,0.176470592617989,496,16582408,16582498,90,148,88,3000000000,0.207843154668808,317,16582815,16582902,87,160,124,3666666752,0.231372565031052,297,16583199,16583286,87,152,30,33,pin-length-6
2666666752,0.200000017881393,16585139,16585238,99,165,69,3000000000,0.207843154668808,527,16585765,16585865,100,112,120,2000000128,0.184313729405403,701,16586566,16586653,87,190,43,2000000128,0.180392161011696,1137,16587790,16587887,97,161,74,3333333504,0.211764723062515,1622,16589509,16589638,129,92,91,3666666752,0.227450996637344,432,16590070,16590150,80,114,88,33,pin-length-6
0,0.003921568859369,84229861,84229937,76,103,98,0,0.003921568859369,327,84230264,84230340,76,63,89,0,0.003921568859369,783,84231123,84231199,76,121,112,0,0.003921568859369,475,84231674,84231742,68,133,109,0,0.003921568859369,342,84232084,84232135,51,101,105,0,0.003921568859369,109,84232244,84232303,59,115,109,34,pin-length-6
0,0.003921568859369,84233170,84233246,76,114,113,0,0.003921568859369,401,84233647,84233715,68,97,132,0,0.003921568859369,982,84234697,84234760,63,139,63,0,0.003921568859369,227,84234987,84235054,67,102,93,0,0.003921568859369,403,84235457,84235516,59,93,118,0,0.003921568859369,101,84235617,84235693,76,114,112,34,pin-length-6
0,0.003921568859369,84236777,84236844,67,133,75,0,0.003921568859369,343,84237187,84237272,85,78,126,0,0.003921568859369,286,84237558,84237630,72,147,60,0,0.003921568859369,135,84237765,84237842,77,81,109,0,0.003921568859369,250,84238092,84238152,60,117,119,0,0.003921568859369,92,84238244,84238321,77,138,117,34,pin-length-6
0,0.003921568859369,84238988,84239064,76,149,108,0,0.003921568859369,101,84239165,84239250,85,85,139,0,0.003921568859369,243,84239493,84239548,55,156,63,0,0.003921568859369,142,84239690,84239749,59,97,94,0,0.003921568859369,251,84240000,84240051,51,118,128,0,0.003921568859369,109,84240160,84240219,59,127,124,34,pin-length-6
0,0.003921568859369,84240963,84241030,67,134,113,0,0.003921568859369,93,84241123,84241218,95,85,137,0,0.003921568859369,308,84241526,84241603,77,159,100,0,0.003921568859369,126,84241729,84241797,68,63,88,0,0.003921568859369,225,84242022,84242064,42,125,128,0,0.003921568859369,93,84242157,84242225,68,126,118,34,pin-length-6
0,0.003921568859369,35569882,35569978,96,130,109,0,0.003921568859369,359,35570337,35570431,94,79,157,0,0.003921568859369,493,35570924,35571021,97,140,112,0,0.003921568859369,1042,35572063,35572182,119,130,117,0,0.003921568859369,701,35572883,35573020,137,96,112,0,0.003921568859369,468,35573488,35573589,101,139,117,36,pin-length-6
0,0.003921568859369,35574926,35575036,110,102,47,0,0.003921568859369,642,35575678,35575772,94,110,131,0,0.003921568859369,476,35576248,35576368,120,104,84,0,0.003921568859369,684,35577052,35577128,76,82,115,0,0.003921568859369,285,35577413,35577472,59,90,119,0,0.003921568859369,201,35577673,35577741,68,89,112,36,pin-length-6
0,0.003921568859369,35585074,35585185,111,123,95,0,0.003921568859369,384,35585569,35585636,67,28,130,0,0.003921568859369,444,35586080,35586184,104,139,114,0,0.003921568859369,535,35586719,35586791,72,78,76,0,0.003921568859369,368,35587159,35587243,84,57,84,0,0.003921568859369,285,35587528,35587587,59,97,80,36,pin-length-6
0,0.003921568859369,35588897,35588990,93,188,77,0,0.003921568859369,385,35589375,35589494,119,29,60,0,0.003921568859369,285,35589779,35589881,102,165,157,0,0.003921568859369,1026,35590907,35590973,66,76,113,0,0.003921568859369,427,35591400,35591512,112,113,111,0,0.003921568859369,292,35591804,35591888,84,121,99,36,pin-length-6
0,0.003921568859369,35593111,35593221,110,134,89,0,0.003921568859369,302,35593523,35593642,119,48,98,0,0.003921568859369,368,35594010,35594107,97,152,128,0,0.003921568859369,786,35594893,35594986,93,121,93,0,0.003921568859369,268,35595254,35595356,102,134,112,0,0.003921568859369,226,35595582,35595649,67,98,106,36,pin-length-6
0,1,329788763,329788901,138,71,54,0,1,417,329789318,329789431,113,73,59,0,1,481,329789912,329790041,129,80,61,0,1,384,329790425,329790588,163,77,49,0,1,245,329790833,329790975,142,64,65,0,1,339,329791314,329791501,187,32,59,37,pin-length-6
0,1,329792328,329792457,129,68,68,0,1,214,329792671,329792786,115,68,65,0,1,355,329793141,329793262,121,63,62,0,1,213,329793475,329793615,140,76,64,0,1,213,329793828,329793950,122,44,65,0,1,300,329794250,329794380,130,38,79,37,pin-length-6
0,1,329795330,329795470,140,77,68,0,1,221,329795691,329795830,139,87,73,0,1,346,329796176,329796298,122,65,68,0,1,213,329796511,329796634,123,66,61,0,1,170,329796804,329796936,132,49,82,0,1,288,329797224,329797382,158,68,72,37,pin-length-6
0,1,329798226,329798355,129,73,70,0,1,228,329798583,329798708,125,69,75,0,1,322,329799030,329799143,113,61,69,0,1,306,329799449,329799546,97,61,78,0,1,263,329799809,329799905,96,60,70,0,1,265,329800170,329800301,131,65,58,37,pin-length-6
0,1,329801798,329801902,104,87,67,0,1,196,329802098,329802213,115,94,75,0,1,356,329802569,329802673,104,68,62,0,1,204,329802877,329802992,115,76,68,0,1,163,329803155,329803270,115,32,77,0,1,263,329803533,329803647,114,73,57,37,pin-length-6
2392156928,0.239215701818466,99842517,99842621,104,133,104,2392156928,0.239215701818466,354,99842975,99843055,80,137,95,2745098240,0.274509817361832,297,99843352,99843433,81,116,118,2156862976,0.215686291456223,463,99843896,99843977,81,145,93,2352941312,0.235294133424759,477,99844454,99844546,92,150,124,2235294208,0.223529428243637,403,99844949,99845031,82,160,167,39,pin-length-6
2745098240,0.274509817361832,99848260,99848364,104,147,141,2235294208,0.223529428243637,379,99848743,99848850,107,154,151,2745098240,0.274509817361832,726,99849576,99849655,79,129,121,2352941312,0.235294133424759,453,99850108,99850225,117,154,114,2509804032,0.250980406999588,1159,99851384,99851484,100,166,106,2078431488,0.207843154668808,223,99851707,99851817,110,111,135,39,pin-length-6
2117647232,0.211764723062515,99854665,99854789,124,144,92,2392156928,0.239215701818466,447,99855236,99855327,91,120,128,2627451136,0.26274511218071,738,99856065,99856143,78,136,120,2313725696,0.231372565031052,522,99856665,99856761,96,162,167,2431372800,0.243137270212173,909,99857670,99857780,110,141,105,2313725696,0.231372565031052,251,99858031,99858137,106,146,144,39,pin-length-6
2745098240,0.274509817361832,99861427,99861524,97,133,124,2666666752,0.266666680574417,1409,99862933,99863024,91,131,151,2392156928,0.239215701818466,2390,99865414,99865514,100,134,133,2431372800,0.243137270212173,574,99866088,99866201,113,131,130,2431372800,0.243137270212173,951,99867152,99867235,83,143,125,2156862976,0.215686291456223,234,99867469,99867576,107,130,152,39,pin-length-6
2392156928,0.239215701818466,99870292,99870404,112,137,140,2274510080,0.227450996637344,650,99871054,99871151,97,138,112,2274510080,0.227450996637344,312,99871463,99871563,100,153,123,2274510080,0.227450996637344,404,99871967,99872080,113,132,121,2627451136,0.26274511218071,609,99872689,99872780,91,176,106,2156862976,0.215686291456223,206,99872986,99873097,111,145,164,39,pin-length-6
156862752,0.16078431904316,21574964,21575053,89,102.505065917969,88.62451171875,117647072,0.14509804546833,136,21575189,21575262,73,80.5254516601562,108.540771484375,117647072,0.149019613862038,167,21575429,21575503,74,112.495849609375,89.4737548828125,117647072,0.156862750649452,393,21575896,21575997,101,111.197021484375,97.4703369140625,117647072,0.14509804546833,2672,21578669,21578738,69,95.2118530273438,81.5523681640625,156862752,0.156862750649452,110,21578848,21578931,83,95.2118530273438,75.6300659179688,41,pin-length-6
156862752,0.168627455830574,21580468,21580556,88,108.49951171875,90.6236572265625,117647072,0.149019613862038,109,21580665,21580738,73,79.5263671875,91.548095703125,117647072,0.152941182255745,118,21580856,21580939,83,91.5152587890625,107.466064453125,117647072,0.121568635106087,149,21581088,21581188,100,97.2100219726562,109.465209960938,156862752,0.14509804546833,118,21581306,21581379,73,91.215576171875,98.5450439453125,117647072,0.137254908680916,103,21581482,21581554,72,102.205383300781,85.6257934570312,41,pin-length-6
117647072,0.156862750649452,21582349,21582432,83,125.483825683594,88.62451171875,117647072,0.149019613862038,136,21582568,21582648,80,107.50048828125,123.534423828125,117647072,0.152941182255745,125,21582773,21582864,91,106.501403808594,103.4677734375,117647072,0.125490203499794,160,21583024,21583098,74,90.2164916992188,53.4891357421875,117647072,0.141176477074623,124,21583222,21583289,67,90.2164916992188,73.5557861328125,78431376,0.137254908680916,101,21583390,21583464,74,83.2229614257813,115.612976074219,41,pin-length-6
117647072,0.152941182255745,21584158,21584232,74,97.5097045898437,114.613403320313,156862752,0.156862750649452,117,21584349,21584433,84,75.5300598144531,95.54638671875,117647072,0.156862750649452,125,21584558,21584656,98,78.5272827148438,102.468139648438,117647072,0.121568635106087,160,21584816,21584915,99,68.23681640625,71.4814453125,117647072,0.133333340287209,125,21585040,21585122,82,95.2118530273438,110.539916992188,156862752,0.16078431904316,94,21585216,21585299,83,85.2210693359375,124.609130859375,41,pin-length-6
117647072,0.16078431904316,21586312,21586398,86,85.5208129882812,117.612121582031,117647072,0.14509804546833,110,21586508,21586582,74,91.5152587890625,70.5570068359375,156862752,0.149019613862038,142,21586724,21586799,75,104.503234863281,76.479248046875,117647072,0.125490203499794,575,21587374,21587466,92,78.2276000976563,53.4891357421875,117647072,0.14509804546833,116,21587582,21587656,74,88.2183227539062,83.551513671875,156862752,0.152941182255745,118,21587774,21587833,59,90.2164916992188,87.6249389648438,41,pin-length-6
313725504,1,84081992,84082057,65,42.8404998779297,64.6114501953125,235294144,1,298,84082355,84082425,70,64.2108154296875,50.6206665039062,274509824,1,285,84082710,84082800,90,32.8543701171875,49.621337890625,352941184,1,323,84083123,84083202,79,53.5256652832031,58.6154174804688,235294144,1,897,84084099,84084171,72,74.1969604492188,71.4385375976562,352941184,1,286,84084457,84084538,81,65.509033203125,77.5187377929688,42,pin-length-6
235294144,1,84086290,84086385,95,26.8626937866211,52.6193237304688,235294144,1,303,84086688,84086753,65,51.2288818359375,80.6009521484375,313725504,1,225,84086978,84087108,130,21.86962890625,57.6160278320313,392156864,1,214,84087322,84087404,82,69.5034790039063,64.6114501953125,274509824,1,560,84087964,84088012,48,74.1969604492188,56.4484252929688,274509824,1,119,84088131,84088206,75,52.5270385742188,60.5299072265625,42,pin-length-6
196078432,1,84089778,84089869,91,46.8349533081055,87.5963134765625,313725504,1,193,84090062,84090136,74,87.178955078125,78.6022338867187,313725504,1,218,84090354,84090436,82,35.850212097168,65.6107788085938,313725504,1,228,84090664,84090736,72,86.4798889160156,66.6101684570313,156862752,1,820,84091556,84091631,75,53.22607421875,74.4365844726562,313725504,1,185,84091816,84091867,51,45.5367736816406,87.51220703125,42,pin-length-6
235294144,1,84093554,84093624,70,26.8626937866211,77.6029052734375,274509824,1,188,84093812,84093895,83,94.1692504882812,64.6114501953125,235294144,1,914,84094809,84094927,118,17.8751754760742,77.6029052734375,313725504,1,472,84095399,84095432,33,44.5381469726563,72.606201171875,274509824,1,402,84095834,84095892,58,42.2413330078125,58.4470825195313,274509824,1,118,84096010,84096059,49,34.5520324707031,81.51611328125,42,pin-length-6
235294144,1,84097915,84097989,74,22.8682403564453,55.6173706054688,156862752,1,398,84098387,84098465,78,64.2108154296875,62.61279296875,274509824,1,970,84099435,84099517,82,26.8626937866211,76.6035766601563,392156864,1,569,84100086,84100143,57,5.59225463867188,58.6154174804688,235294144,1,515,84100658,84100721,63,37.248291015625,25.4688110351562,274509824,1,402,84101123,84101196,73,44.5381469726563,52.5352172851563,42,pin-length-6
156862752,0.156862750649452,713351027,713351107,80,159.152648925781,133.454956054688,156862752,0.180392161011696,192,713351299,713351364,65,122.486572265625,97.5455322265625,156862752,0.227450996637344,285,713351649,713351714,65,101.805740356445,86.6253662109375,235294144,0.278431385755539,102,713351816,713351881,65,46.8566131591797,95.6215209960937,156862752,0.184313729405403,178,713352059,713352098,39,68.5365295410156,107.616394042969,156862752,0.207843154668808,261,713352359,713352430,71,57.2470092773438,139.602722167969,43,pin-length-6
156862752,0.184313729405403,713354443,713354524,81,125.18408203125,96.470703125,196078432,0.227450996637344,159,713354683,713354741,58,27.574462890625,127.53271484375,274509824,0.258823543787003,294,713355035,713355115,80,67.8371887207031,125.608703613281,196078432,0.243137270212173,118,713355233,713355281,48,90.81591796875,128.607421875,235294144,0.278431385755539,265,713355546,713355599,53,45.5578308105469,144.6005859375,196078432,0.247058838605881,276,713355875,713355916,41,25.276611328125,156.595458984375,43,pin-length-6
156862752,0.156862750649452,713357027,713357100,73,98.2090454101563,77.4788818359375,196078432,0.254901975393295,117,713357217,713357291,74,64.5402526855469,156.520263671875,156862752,0.223529428243637,292,713357583,713357658,75,101.805740356445,96.62109375,196078432,0.282352954149246,118,713357776,713357816,40,78.8270111083984,88.62451171875,235294144,0.227450996637344,227,713358043,713358116,73,121.487487792969,126.608276367188,156862752,0.172549024224281,167,713358283,713358342,59,96.2109375,93.6223754882812,43,pin-length-6
156862752,0.200000017881393,713359806,713359884,78,129.180419921875,95.47119140625,117647072,0.188235312700272,193,713360077,713360126,49,88.51806640625,144.525390625,235294144,0.270588248968124,443,713360569,713360634,65,74.8307189941406,99.6198120117188,156862752,0.180392161011696,128,713360762,713360784,22,87.8186950683594,102.618530273438,196078432,0.231372565031052,389,713361173,713361242,69,127.48193359375,116.612548828125,156862752,0.16078431904316,169,713361411,713361460,49,120.188720703125,89.6240844726563,43,pin-length-6
156862752,0.180392161011696,713363285,713363367,82,112.196105957031,108.465576171875,156862752,0.176470592617989,287,713363654,713363709,55,120.488464355469,118.536499023438,196078432,0.200000017881393,326,713364035,713364127,92,66.8381195068359,156.595458984375,235294144,0.235294133424759,101,713364228,713364294,66,67.8371887207031,138.603149414063,196078432,0.207843154668808,242,713364536,713364618,82,112.495849609375,146.599731445313,117647072,0.14509804546833,184,713364802,713364868,66,131.178527832031,117.612121582031,43,pin-length-6
666666688,0.231372565031052,10427840,10427964,124,74,63.8678588867188,666666688,0.21960785984993,251,10428215,10428371,156,87.3333740234375,77.1981811523438,666666688,0.231372565031052,201,10428572,10428660,88,58.6666717529297,63.1727905273438,666666688,0.239215701818466,251,10428911,10429027,116,80.6666870117187,72.5040283203125,666666688,0.250980406999588,175,10429202,10429325,123,80.6666870117187,55.203125,666666688,0.203921586275101,84,10429409,10429549,140,76,67.200439453125,44,pin-length-6
666666688,0.239215701818466,10430722,10430820,98,80.6666870117187,56.5361328125,666666688,0.215686291456223,192,10431012,10431144,132,85.3333740234375,85.8629150390625,666666688,0.231372565031052,150,10431294,10431401,107,47.3333358764648,53.1749877929687,666666688,0.243137270212173,200,10431601,10431717,116,58,67.171875,666666688,0.247058838605881,134,10431851,10431984,133,75.3333435058594,57.8692016601562,666666688,0.192156881093979,93,10432077,10432215,138,75.3333740234375,67.200439453125,44,pin-length-6
666666688,0.243137270212173,10433339,10433453,114,87.3333435058594,63.8678588867188,666666688,0.188235312700272,209,10433662,10433769,107,78.6666870117188,75.8651733398438,666666688,0.223529428243637,183,10433952,10434059,107,61.3333435058594,56.507568359375,666666688,0.250980406999588,209,10434268,10434392,124,60,68.5048828125,666666688,0.243137270212173,167,10434559,10434675,116,106,64.5343627929688,666666688,0.196078449487686,141,10434816,10434943,127,81.3333740234375,69.2000122070313,44,pin-length-6
666666688,0.243137270212173,10436379,10436503,124,98.6666870117188,61.2017822265625,666666688,0.192156881093979,198,10436701,10436875,174,100,71.8660888671875,666666688,0.231372565031052,168,10437043,10437133,90,59.3333435058594,53.8414916992187,666666688,0.21960785984993,241,10437374,10437481,107,69.3333435058594,77.1696166992188,666666688,0.235294133424759,201,10437682,10437797,115,69.3333435058594,55.203125,666666688,0.180392161011696,126,10437923,10438064,141,92,64.5343627929688,44,pin-length-6
666666688,0.223529428243637,10439315,10439435,120,77.3333435058594,71.8660888671875,666666688,0.196078449487686,215,10439650,10439802,152,77.3333740234375,72.5325927734375,666666688,0.21960785984993,190,10439992,10440090,98,40.6666717529297,73.1705322265625,666666688,0.203921586275101,218,10440308,10440455,147,78.6666870117188,87.1674194335938,666666688,0.235294133424759,169,10440624,10440737,113,51.3333435058594,55.86962890625,666666688,0.188235312700272,125,10440862,10441038,176,77.3333740234375,67.200439453125,44,pin-length-6
