timeBetweenDown,timeBetweenUp,timeLapsePress,x,y,timeBetweenTouch,timeBetweenDown,timeBetweenUp,timeLapsePress,x,y,timeBetweenTouch,timeBetweenDown,timeBetweenUp,timeLapsePress,x,y,timeBetweenTouch,timeBetweenDown,timeBetweenUp,timeLapsePress,x,y,user,length
34696622,34696717,95,53,52,268,34696985,34697070,85,60,28,353,34697423,34697518,95,67,26,397,34697915,34697988,73,69,43,24,pin-length-4
34923465,34923528,63,48,53,397,34923925,34923988,63,17,51,643,34924631,34924694,63,40,52,610,34925304,34925368,64,52,43,24,pin-length-4
34998683,34998778,95,71,40,332,34999110,34999173,63,56,49,258,34999431,34999494,63,43,33,396,34999890,34999953,63,93,34,24,pin-length-4
35054475,35054549,74,34,34,226,35054775,35054870,95,82,85,525,35055395,35055469,74,80,43,257,35055726,35055790,64,28,21,24,pin-length-4
35116035,35116119,84,79,59,366,35116485,35116536,51,53,27,355,35116891,35116942,51,61,23,516,35117458,35117531,73,54,70,24,pin-length-4
35279366,35279450,84,63,42,258,35279708,35279782,74,68,43,257,35280039,35280102,63,49,26,568,35280670,35280733,63,50,32,24,pin-length-4
35313477,35313533,56,52,33,387,35313920,35313982,62,29,59,301,35314283,35314346,63,52,15,579,35314925,35314998,73,46,20,24,pin-length-4
33751495,33751579,84,52,32,268,33751847,33751931,84,19,65,364,33752295,33752379,84,52,35,342,33752721,33752795,74,48,38,24,pin-length-4
35473550,35473624,74,55,32,365,35473989,35474084,95,53,46,280,35474364,35474448,84,59,30,504,35474952,35475036,84,30,68,24,pin-length-4
85603784,85603837,53,77,52,305,85604142,85604219,77,54,62,233,85604452,85604523,71,32,64,297,85604820,85604903,83,76,78,24,pin-length-4
85610867,85610954,87,76,50,1101,85612055,85612105,50,73,56,487,85612592,85612610,18,57,65,582,85613192,85613240,48,60,73,24,pin-length-4
85616039,85616098,59,64,59,518,85616616,85616666,50,54,51,426,85617092,85617151,59,63,87,453,85617604,85617686,82,102,68,24,pin-length-4
85619953,85620025,72,69,83,639,85620664,85620713,49,60,87,406,85621119,85621164,45,64,74,420,85621584,85621632,48,95,67,24,pin-length-4
85623597,85623667,70,43,87,434,85624101,85624168,67,80,78,368,85624536,85624587,51,24,80,491,85625078,85625137,59,89,63,24,pin-length-4
33783007,33783091,84,52,69,428,33783519,33783603,84,53,45,311,33783914,33784008,94,73,43,557,33784565,33784627,62,53,38,24,pin-length-4
33814948,33814993,45,53,36,365,33815358,33815410,52,79,33,332,33815742,33815826,84,51,47,365,33816191,33816264,73,60,23,24,pin-length-4
33845447,33845519,72,51,58,418,33845937,33846042,105,41,66,321,33846363,33846447,84,90,35,396,33846843,33846917,74,37,31,24,pin-length-4
33875488,33875551,63,59,6,417,33875968,33876030,62,55,72,300,33876330,33876403,73,95,75,620,33877023,33877064,41,53,43,24,pin-length-4
33933508,33933587,79,52,36,407,33933994,33934077,83,64,52,332,33934409,33934504,95,56,55,535,33935039,33935144,105,42,56,24,pin-length-4
33998873,33998957,84,60,42,726,33999683,33999756,73,89,44,417,34000173,34000236,63,73,66,481,34000717,34000801,84,44,27,24,pin-length-4
34035781,34035820,39,52,48,471,34036291,34036364,73,57,42,299,34036663,34036715,52,68,20,577,34037292,34037354,62,46,43,24,pin-length-4
216474349,216474479,130,86,116,334,216474813,216474915,102,126,126,1092,216476007,216476099,92,122,103,441,216476540,216476651,111,45,42,25,pin-length-4
217068255,217068444,189,131,91,421,217068865,217068987,122,75,110,641,217069628,217069764,136,106,81,97,217069861,217069956,95,98,90,25,pin-length-4
217103182,217103300,118,94,123,127,217103427,217103513,86,100,133,166,217103679,217103784,105,97,93,50,217103834,217103930,96,81,107,25,pin-length-4
217131439,217131560,121,132,59,77,217131637,217131736,99,81,144,126,217131862,217131986,124,104,62,50,217132036,217132112,76,73,68,25,pin-length-4
217156680,217156823,143,90,107,350,217157173,217157298,125,100,146,311,217157609,217157714,105,138,108,266,217157980,217158131,151,157,129,25,pin-length-4
217183056,217183146,90,85,85,431,217183577,217183621,44,120,162,335,217183956,217184038,82,125,131,640,217184678,217184765,87,73,92,25,pin-length-4
217263408,217263521,113,147,87,88,217263609,217263706,97,53,101,281,217263987,217264094,107,96,82,215,217264309,217264393,84,74,98,25,pin-length-4
217288448,217288534,86,146,25,59,217288593,217288669,76,55,98,137,217288806,217288921,115,108,63,148,217289069,217289135,66,74,50,25,pin-length-4
217310733,217310865,132,146,19,604,217311469,217311554,85,136,118,351,217311905,217312009,104,106,127,273,217312282,217312339,57,116,142,25,pin-length-4
217333982,217334123,141,116,24,592,217334715,217334800,85,75,153,964,217335764,217335878,114,118,142,273,217336151,217336217,66,70,104,25,pin-length-4
217357531,217357634,103,107,60,195,217357829,217357915,86,127,137,506,217358421,217358565,144,102,66,236,217358801,217358943,142,105,106,25,pin-length-4
216732565,216732677,112,156,108,30,216732707,216732793,86,68,109,110,216732903,216733016,113,115,95,29,216733045,216733142,97,64,114,25,pin-length-4
217380881,217380996,115,163,79,21,217381017,217381104,87,49,112,126,217381230,217381337,107,112,106,127,217381464,217381559,95,64,71,25,pin-length-4
689081081,689081194,113,149,68,324,689081518,689081631,113,58,121,146,689081777,689081892,115,122,81,117,689082009,689082076,67,76,52,25,pin-length-4
689083297,689083373,76,123,53,73,689083446,689083521,75,64,97,28,689083549,689083635,86,95,48,78,689083713,689083801,88,58,67,25,pin-length-4
689090405,689090501,96,104,78,59,689090560,689090637,77,85,128,78,689090715,689090821,106,90,67,69,689090890,689090957,67,70,42,25,pin-length-4
689091666,689091771,105,141,34,100,689091871,689091965,94,92,121,118,689092083,689092187,104,70,83,129,689092316,689092381,65,94,95,25,pin-length-4
689093205,689093312,107,130,49,136,689093448,689093562,114,63,140,108,689093670,689093766,96,77,105,166,689093932,689094020,88,59,46,25,pin-length-4
216750970,216751094,124,139,95,216,216751310,216751394,84,104,154,196,216751590,216751714,124,110,113,471,216752185,216752286,101,126,52,25,pin-length-4
216776858,216776949,91,156,102,185,216777134,216777221,87,113,124,158,216777379,216777453,74,99,78,228,216777681,216777754,73,57,143,25,pin-length-4
216807108,216807234,126,127,106,225,216807459,216807571,112,140,97,439,216808010,216808114,104,98,59,127,216808241,216808337,96,94,77,25,pin-length-4
216859515,216859597,82,144,79,40,216859637,216859713,76,88,102,40,216859753,216859840,87,101,41,59,216859899,216859975,76,94,79,25,pin-length-4
216934027,216934140,113,154,51,635,216934775,216934867,92,77,114,622,216935489,216935624,135,102,122,236,216935860,216935953,93,99,57,25,pin-length-4
216987356,216987462,106,119,104,49,216987511,216987578,67,75,156,30,216987608,216987676,68,113,114,68,216987744,216987811,67,93,95,25,pin-length-4
217031185,217031309,124,151,82,247,217031556,217031648,92,93,82,150,217031798,217031941,143,107,95,96,217032037,217032145,108,77,58,25,pin-length-4
1558433156,1558433289,133,90.81591796875,109.5048828125,196,1558433485,1558433618,133,89.51708984375,114.502563476563,215,1558433833,1558433956,123,121.487487792969,99.509521484375,196,1558434152,1558434285,133,63.241455078125,83.516845703125,27,pin-length-4
1558623645,1558623787,142,34.8677215576172,114.502563476563,186,1558623973,1558624105,132,46.556884765625,86.5155029296875,196,1558624301,1558624402,101,55.548583984375,86.5155029296875,155,1558624557,1558624689,132,77.228515625,133.493774414063,27,pin-length-4
1558625294,1558625437,143,48.8547668457031,92.5126953125,144,1558625581,1558625723,142,54.5494995117187,79.5186767578125,124,1558625847,1558625948,101,71.5337524414062,106.506225585938,124,1558626072,1558626205,133,142.168395996094,111.50390625,27,pin-length-4
1558626646,1558626789,143,54.8492126464844,112.50341796875,185,1558626974,1558627096,122,32.5698547363281,93.51220703125,175,1558627271,1558627362,91,58.5458068847656,97.5103759765625,145,1558627507,1558627609,102,131.178527832031,113.5029296875,27,pin-length-4
1558628060,1558628214,154,46.8566131591797,92.5126953125,174,1558628388,1558628500,112,52.5513305664063,101.508544921875,154,1558628654,1558628757,103,52.5513305664063,94.51171875,144,1558628901,1558629022,121,119.189636230469,120.499755859375,27,pin-length-4
1558629617,1558629770,153,55.8482971191406,100.509033203125,144,1558629914,1558630047,133,52.5513305664063,71.5224609375,165,1558630212,1558630303,91,58.5458068847656,69.5233154296875,176,1558630479,1558630611,132,159.152648925781,116.501586914063,27,pin-length-4
1558631257,1558631380,123,69.8353424072266,99.509521484375,144,1558631524,1558631656,132,39.5633544921875,71.5224609375,144,1558631800,1558631913,113,65.539306640625,112.50341796875,113,1558632026,1558632170,144,131.178527832031,109.5048828125,27,pin-length-4
1558632682,1558632835,153,76.828857421875,59.5279541015625,124,1558632959,1558633092,133,68.5365295410156,88.5145263671875,195,1558633287,1558633400,113,68.5365295410156,88.5145263671875,133,1558633533,1558633676,143,92.214599609375,88.5145263671875,27,pin-length-4
1558634210,1558634372,162,57.846435546875,119.500244140625,166,1558634538,1558634691,153,27.574462890625,85.5159912109375,113,1558634804,1558634917,113,58.5458068847656,89.5140380859375,124,1558635041,1558635183,142,138.172058105469,107.505737304688,27,pin-length-4
1558635603,1558635757,154,65.8390350341797,129.49560546875,145,1558635902,1558636023,121,44.5587463378906,102.508056640625,93,1558636116,1558636229,113,49.5541076660156,97.5103759765625,124,1558636353,1558636505,152,123.185913085938,109.5048828125,27,pin-length-4
1558656675,1558656797,122,86.8196105957031,86.5155029296875,124,1558656921,1558657044,123,109.498596191406,49.5325927734375,133,1558657177,1558657299,122,89.51708984375,87.5150146484375,134,1558657433,1558657566,133,112.196105957031,54.5302734375,27,pin-length-4
1558610215,1558610358,143,93.8131408691406,81.517822265625,135,1558610493,1558610615,122,95.5115966796875,98.5098876953125,164,1558610779,1558610902,123,66.5383911132813,90.513671875,154,1558611056,1558611189,133,66.2386474609375,135.492797851563,27,pin-length-4
1558658315,1558658447,132,49.8538360595703,112.50341796875,154,1558658601,1558658744,143,25.5763244628906,104.507202148438,134,1558658878,1558658990,112,82.5236206054688,88.5145263671875,123,1558659113,1558659267,154,75.2303466796875,88.5145263671875,27,pin-length-4
102666942,102667085,143,51.8519897460938,104.507202148438,144,102667229,102667362,133,36.5661315917969,114.502563476563,206,102667568,102667689,121,88.51806640625,101.508544921875,93,102667782,102667915,133,123.185913085938,139.490966796875,27,pin-length-4
102669006,102669108,102,65.8390350341797,129.49560546875,164,102669272,102669404,132,69.5356140136719,118.500610351563,176,102669580,102669692,112,69.5356140136719,118.500610351563,143,102669835,102669968,133,112.196105957031,135.492797851563,27,pin-length-4
102670727,102670859,132,16.8843688964844,110.50439453125,206,102671065,102671186,121,64.5402526855469,127.496459960938,166,102671352,102671463,111,63.5411682128906,92.5126953125,93,102671556,102671679,123,129.180419921875,122.498779296875,27,pin-length-4
102672468,102672611,143,13.8871459960938,99.509521484375,185,102672796,102672929,133,92.5143432617188,98.5098876953125,338,102673267,102673389,122,89.51708984375,97.5103759765625,145,102673534,102673666,132,111.197021484375,137.491821289063,27,pin-length-4
102674598,102674740,142,74.8307189941406,94.51171875,175,102674915,102675047,132,96.5106201171875,113.5029296875,134,102675181,102675293,112,96.5106201171875,109.5048828125,165,102675458,102675590,132,64.2405395507813,164.479370117188,27,pin-length-4
1558612052,1558612203,151,63.8408813476562,107.505737304688,155,1558612358,1558612480,122,109.498596191406,115.502075195313,186,1558612666,1558612787,121,91.5152587890625,70.5228271484375,156,1558612943,1558613086,143,154.157287597656,111.50390625,27,pin-length-4
1558613845,1558613997,152,81.8242340087891,83.516845703125,227,1558614224,1558614366,142,94.5125122070312,123.498413085938,176,1558614542,1558614663,121,87.5189819335938,83.516845703125,134,1558614797,1558614951,154,140.170227050781,115.502075195313,27,pin-length-4
1558615617,1558615761,144,69.8353424072266,87.5150146484375,154,1558615915,1558616058,143,97.5097045898437,110.50439453125,175,1558616233,1558616355,122,74.531005859375,72.52197265625,124,1558616479,1558616613,134,120.188720703125,108.505249023438,27,pin-length-4
1558617289,1558617432,143,67.8371887207031,79.5186767578125,154,1558617586,1558617719,133,78.5272827148438,95.5113525390625,175,1558617894,1558618006,112,81.5245361328125,64.525634765625,154,1558618160,1558618304,144,129.180419921875,119.500244140625,27,pin-length-4
1558618734,1558618876,142,38.864013671875,82.517333984375,176,1558619052,1558619184,132,65.539306640625,102.508056640625,165,1558619349,1558619462,113,92.5143432617188,83.516845703125,175,1558619637,1558619769,132,119.189636230469,117.501098632813,27,pin-length-4
1558620365,1558620507,142,41.8612365722656,83.516845703125,186,1558620693,1558620825,132,72.5328369140625,86.5155029296875,145,1558620970,1558621071,101,96.5106201171875,83.516845703125,268,1558621339,1558621491,152,136.173889160156,99.509521484375,27,pin-length-4
1558622097,1558622239,142,62.8418121337891,118.500610351563,134,1558622373,1558622506,133,54.5494995117187,105.506713867188,154,1558622660,1558622772,112,87.5189819335938,75.5206298828125,103,1558622875,1558623019,144,133.176696777344,123.498413085938,27,pin-length-4
13773238,13773303,65,62,75,26,13773329,13773403,74,83,118,170,13773573,13773636,63,72,61,185,13773821,13773862,41,147,172,28,pin-length-4
13817007,13817072,65,94,89,93,13817165,13817239,74,104,62,618,13817857,13817922,65,75,74,442,13818364,13818422,58,69,104,28,pin-length-4
13819848,13819904,56,86,74,143,13820047,13820104,57,91,86,476,13820580,13820645,65,77,95,167,13820812,13820878,66,55,146,28,pin-length-4
13821720,13821811,91,91,89,85,13821896,13821937,41,116,156,516,13822453,13822543,90,61,74,143,13822686,13822752,66,79,93,28,pin-length-4
13823802,13823868,66,78,72,67,13823935,13824018,83,107,53,226,13824244,13824327,83,82,85,134,13824461,13824534,73,94,95,28,pin-length-4
13825609,13825700,91,86,82,26,13825726,13825816,90,112,109,310,13826126,13826224,98,61,55,135,13826359,13826417,58,100,116,28,pin-length-4
13827175,13827232,57,84,128,93,13827325,13827366,41,118,64,226,13827592,13827665,73,66,96,201,13827866,13827933,67,78,98,28,pin-length-4
13828549,13828656,107,63,73,76,13828732,13828806,74,127,82,318,13829124,13829206,82,71,62,159,13829365,13829439,74,52,135,28,pin-length-4
13830398,13830471,73,69,36,68,13830539,13830605,66,100,94,268,13830873,13830971,98,86,88,136,13831107,13831187,80,105,98,28,pin-length-4
13832196,13832279,83,65,64,50,13832329,13832405,76,136,41,117,13832522,13832596,74,52,61,883,13833479,13833544,65,65,82,28,pin-length-4
13839474,13839557,83,77,55,51,13839608,13839692,84,89,84,99,13839791,13839866,75,69,83,158,13840024,13840081,57,68,104,28,pin-length-4
13796638,13796705,67,91,87,41,13796746,13796820,74,83,133,109,13796929,13797004,75,75,61,225,13797229,13797287,58,64,104,28,pin-length-4
13840983,13841064,81,87,112,51,13841115,13841198,83,60,101,100,13841298,13841389,91,63,95,159,13841548,13841623,75,54,110,28,pin-length-4
19622196,19622262,66,77,77,34,19622296,19622354,58,121,120,125,19622479,19622545,66,109,100,201,19622746,19622803,57,61,12,28,pin-length-4
20072892,20072975,83,83,116,33,20073008,20073050,42,108,106,591,20073641,20073716,75,50,67,716,20074432,20074499,67,65,120,28,pin-length-4
20089555,20089645,90,91,99,26,20089671,20089746,75,116,75,541,20090287,20090394,107,63,71,219,20090613,20090670,57,108,94,28,pin-length-4
20091612,20091669,57,70,72,60,20091729,20091795,66,102,80,258,20092053,20092135,82,82,84,209,20092344,20092402,58,94,89,28,pin-length-4
20099231,20099305,74,65,47,68,20099373,20099439,66,143,110,150,20099589,20099663,74,84,71,184,20099847,20099930,83,120,57,28,pin-length-4
13798989,13799061,72,69,100,34,13799095,13799162,67,91,77,199,13799361,13799426,65,77,112,1119,13800545,13800609,64,60,96,28,pin-length-4
13802451,13802516,65,95,29,184,13802700,13802766,66,103,55,651,13803417,13803474,57,80,71,226,13803700,13803758,58,58,91,28,pin-length-4
13807306,13807372,66,94,83,42,13807414,13807472,58,121,79,184,13807656,13807721,65,79,59,409,13808130,13808171,41,67,98,28,pin-length-4
13808838,13808911,73,66,95,85,13808996,13809071,75,108,84,543,13809614,13809678,64,57,82,143,13809821,13809869,48,110,127,28,pin-length-4
13810869,13810935,66,70,103,69,13811004,13811062,58,110,87,468,13811530,13811593,63,68,118,126,13811719,13811785,66,71,99,28,pin-length-4
13812627,13812700,73,80,97,68,13812768,13812852,84,88,68,326,13813178,13813258,80,73,77,143,13813401,13813475,74,71,106,28,pin-length-4
13815308,13815374,66,66,64,42,13815416,13815499,83,87,87,200,13815699,13815781,82,73,64,218,13815999,13816065,66,63,90,28,pin-length-4
16037536,16037584,48,124,108,41,16037625,16037665,40,55,138,163,16037828,16037867,39,61,116,22,16037889,16037952,63,103,72,33,pin-length-4
16360073,16360143,70,94,132,52,16360195,16360265,70,115,164,416,16360681,16360732,51,87,154,42,16360774,16360836,62,90,96,33,pin-length-4
16361627,16361707,80,90,75,32,16361739,16361809,70,76,108,206,16362015,16362073,58,86,158,31,16362104,16362144,40,85,72,33,pin-length-4
16363213,16363270,57,106,86,62,16363332,16363382,50,120,155,255,16363637,16363689,52,80,146,60,16363749,16363800,51,83,129,33,pin-length-4
16364520,16364580,60,120,91,82,16364662,16364692,30,83,95,234,16364926,16364956,30,65,153,52,16365008,16365060,52,83,122,33,pin-length-4
16365840,16365920,80,115,98,42,16365962,16366012,50,112,122,208,16366220,16366256,36,73,168,21,16366277,16366347,70,86,128,33,pin-length-4
16380983,16381048,65,104,114,21,16381069,16381110,41,60,99,153,16381263,16381315,52,78,142,29,16381344,16381405,61,103,117,33,pin-length-4
16383479,16383546,67,98,118,21,16383567,16383597,30,72,121,164,16383761,16383790,29,73,157,10,16383800,16383840,40,91,148,33,pin-length-4
16385781,16385840,59,121,118,52,16385892,16385942,50,78,115,167,16386109,16386169,60,86,149,8,16386177,16386227,50,93,141,33,pin-length-4
16386908,16386978,70,116,116,32,16387010,16387060,50,79,110,173,16387233,16387274,41,81,157,30,16387304,16387356,52,104,133,33,pin-length-4
16392696,16392741,45,79,103,32,16392773,16392802,29,71,182,360,16393162,16393218,56,120,162,32,16393250,16393279,29,114,119,33,pin-length-4
16039889,16039954,65,104,73,75,16040029,16040067,38,84,125,224,16040291,16040349,58,73,120,32,16040381,16040442,61,90,95,33,pin-length-4
16393991,16394030,39,97,118,31,16394061,16394112,51,90,140,237,16394349,16394386,37,140,164,42,16394428,16394479,51,114,104,33,pin-length-4
18688433,18688512,79,88,105,62,18688574,18688620,46,76,150,173,18688793,18688862,69,84,150,11,18688873,18688923,50,143,90,33,pin-length-4
18689606,18689676,70,121,117,52,18689728,18689757,29,66,135,195,18689952,18690002,50,74,127,65,18690067,18690097,30,98,82,33,pin-length-4
18690860,18690930,70,98,114,42,18690972,18691038,66,100,158,142,18691180,18691231,51,81,148,10,18691241,18691280,39,91,88,33,pin-length-4
18691994,18692073,79,129,107,32,18692105,18692154,49,75,152,154,18692308,18692348,40,86,146,21,18692369,18692419,50,91,125,33,pin-length-4
18693021,18693070,49,95,104,62,18693132,18693182,50,84,115,155,18693337,18693387,50,114,177,20,18693407,18693448,41,92,80,33,pin-length-4
16041313,16041372,59,97,152,76,16041448,16041497,49,135,125,445,16041942,16042000,58,55,130,22,16042022,16042093,71,77,131,33,pin-length-4
16350127,16350192,65,89,138,74,16350266,16350327,61,86,157,162,16350489,16350537,48,91,168,22,16350559,16350621,62,106,153,33,pin-length-4
16351290,16351359,69,131,101,83,16351442,16351482,40,84,112,338,16351820,16351868,48,75,170,31,16351899,16351950,51,115,91,33,pin-length-4
16352630,16352700,70,115,74,73,16352773,16352812,39,112,143,156,16352968,16353005,37,67,165,31,16353036,16353100,64,85,78,33,pin-length-4
16353778,16353847,69,96,113,73,16353920,16353959,39,105,158,372,16354331,16354386,55,71,161,32,16354418,16354477,59,85,70,33,pin-length-4
16355148,16355199,51,99,86,163,16355362,16355381,19,108,88,389,16355770,16355807,37,50,143,65,16355872,16355919,47,85,63,33,pin-length-4
16358596,16358640,44,117,85,64,16358704,16358754,50,87,117,416,16359170,16359229,59,70,157,53,16359282,16359341,59,125,111,33,pin-length-4
863074906,863074964,58,96,81,166,863075130,863075155,25,106,107,1034,863076189,863076222,33,89,94,268,863076490,863076530,40,119,66,34,pin-length-4
863091849,863091923,74,126,74,126,863092049,863092115,66,103,97,160,863092275,863092340,65,82,123,211,863092551,863092631,80,82,93,34,pin-length-4
863093208,863093256,48,124,100,126,863093382,863093448,66,91,111,192,863093640,863093682,42,96,124,243,863093925,863093973,48,129,127,34,pin-length-4
863094549,863094606,57,131,97,126,863094732,863094780,48,103,100,160,863094940,863094998,58,73,114,217,863095215,863095264,49,96,75,34,pin-length-4
863095832,863095882,50,109,110,134,863096016,863096057,41,52,99,176,863096233,863096290,57,56,124,234,863096524,863096565,41,144,35,34,pin-length-4
863106842,863106917,75,94,52,183,863107100,863107141,41,93,108,594,863107735,863107783,48,96,108,318,863108101,863108165,64,80,65,34,pin-length-4
863108885,863108967,82,119,52,166,863109133,863109190,57,77,83,260,863109450,863109507,57,116,129,285,863109792,863109841,49,91,93,34,pin-length-4
863110468,863110550,82,117,70,209,863110759,863110833,74,90,80,202,863111035,863111117,82,105,121,269,863111386,863111485,99,103,114,34,pin-length-4
863112159,863112233,74,101,79,159,863112392,863112433,41,80,103,226,863112659,863112734,75,65,111,235,863112969,863113034,65,53,131,34,pin-length-4
863114102,863114167,65,110,54,159,863114326,863114375,49,77,77,318,863114693,863114767,74,60,106,461,863115228,863115292,64,122,83,34,pin-length-4
863115968,863116034,66,115,60,142,863116176,863116234,58,95,112,584,863116818,863116884,66,107,91,278,863117162,863117234,72,100,77,34,pin-length-4
863079491,863079539,48,112,84,167,863079706,863079747,41,116,93,186,863079933,863079981,48,75,126,251,863080232,863080280,48,85,79,34,pin-length-4
863118502,863118551,49,106,81,158,863118709,863118749,40,105,95,227,863118976,863119033,57,97,84,277,863119310,863119367,57,70,79,34,pin-length-4
10322957,10323010,53,141,57,100,10323110,10323152,42,120,24,554,10323706,10323769,63,87,77,201,10323970,10324018,48,93,66,34,pin-length-4
10325028,10325052,24,145,70,142,10325194,10325210,16,112,55,545,10325755,10325810,55,89,97,312,10326122,10326143,21,35,75,34,pin-length-4
10327045,10327077,32,115,23,142,10327219,10327252,33,115,33,436,10327688,10327727,39,94,85,217,10327944,10327994,50,86,113,34,pin-length-4
10329038,10329095,57,112,88,107,10329202,10329252,50,62,70,401,10329653,10329711,58,85,100,250,10329961,10329986,25,79,111,34,pin-length-4
10330821,10330877,56,131,79,104,10330981,10331037,56,118,73,383,10331420,10331486,66,77,76,236,10331722,10331753,31,67,89,34,pin-length-4
863081141,863081180,39,120,106,143,863081323,863081364,41,72,124,209,863081573,863081622,49,73,108,260,863081882,863081922,40,165,73,34,pin-length-4
863082741,863082791,50,128,124,132,863082923,863082989,66,57,101,377,863083366,863083440,74,74,150,668,863084108,863084148,40,118,68,34,pin-length-4
863085067,863085115,48,124,116,142,863085257,863085289,32,90,105,184,863085473,863085515,42,76,139,250,863085765,863085805,40,71,98,34,pin-length-4
863086448,863086498,50,112,113,151,863086649,863086688,39,69,121,219,863086907,863086948,41,105,143,252,863087200,863087265,65,101,67,34,pin-length-4
863087816,863087848,32,163,88,151,863087999,863088048,49,91,116,201,863088249,863088281,32,71,141,234,863088515,863088547,32,80,151,34,pin-length-4
863089223,863089256,33,104,91,151,863089407,863089439,32,101,91,185,863089624,863089665,41,47,142,209,863089874,863089932,58,132,89,34,pin-length-4
863090508,863090547,39,109,137,152,863090699,863090731,32,93,113,201,863090932,863090965,33,75,136,262,863091227,863091248,21,106,92,34,pin-length-4
188443243,188443328,85,134.0859375,148.625,74,188443402,188443487,85,141.8203125,121.75,363,188443850,188443955,105,128.1796875,165,214,188444169,188444264,95,166.078125,169.125,36,pin-length-4
188458278,188458342,64,159.046875,131.75,54,188458396,188458490,94,147.09375,114.875,312,188458802,188458874,72,142.2421875,178.75,203,188459077,188459141,64,176.9765625,131.625,36,pin-length-4
188459856,188459930,74,165.0234375,173,85,188460015,188460100,85,178.03125,138.625,290,188460390,188460474,84,190.0546875,206.25,203,188460677,188460762,85,180.140625,186.625,36,pin-length-4
188461499,188461572,73,135.84375,124.875,96,188461668,188461742,74,159.046875,131.125,280,188462022,188462105,83,179.15625,163.75,215,188462320,188462424,104,154.828125,164.75,36,pin-length-4
188463057,188463120,63,201.9375,116.75,75,188463195,188463291,96,199.125,108.625,332,188463623,188463727,104,128.1796875,136.875,205,188463932,188464015,83,121.078125,194.75,36,pin-length-4
188464709,188464794,85,174.8671875,156.125,65,188464859,188464954,95,176.9765625,128.625,341,188465295,188465412,117,111.3046875,125,234,188465646,188465741,95,167.1328125,151,36,pin-length-4
188466395,188466458,63,180.84375,131.125,85,188466543,188466638,95,162.9140625,146.125,436,188467074,188467190,116,123.2578125,136.25,192,188467382,188467466,84,130.921875,131.625,36,pin-length-4
188468132,188468227,95,150.9609375,131.125,64,188468291,188468376,85,144.984375,128,362,188468738,188468801,63,144,125,192,188468993,188469099,106,210.0234375,141,36,pin-length-4
188469878,188469943,65,134.7890625,98.625,84,188470027,188470101,74,133.03125,103.625,393,188470494,188470568,74,143.296875,165,214,188470782,188470866,84,156.9375,162.875,36,pin-length-4
188471623,188471697,74,169.9453125,146.125,75,188471772,188471867,95,186.1171875,126.75,246,188472113,188472197,84,119.0390625,110,213,188472410,188472495,85,161.859375,174.125,36,pin-length-4
188473244,188473286,42,194.90625,139.875,75,188473361,188473445,84,200.8828125,119.875,374,188473819,188473871,52,151.03125,160,204,188474075,188474147,72,165.0234375,114.125,36,pin-length-4
188445239,188445323,84,142.875,148,75,188445398,188445494,96,147.796875,128.625,352,188445846,188445951,105,162.28125,163.125,258,188446209,188446294,85,150.9609375,109.125,36,pin-length-4
188474875,188474949,74,154.125,108,65,188475014,188475119,105,167.1328125,126.125,373,188475492,188475587,95,126.0703125,191.25,259,188475846,188475930,84,154.125,111,36,pin-length-4
105808378,105808513,135,155.8828125,164.875,97,105808610,105808780,170,123.890625,183.625,613,105809393,105809551,158,108.140625,135,353,105809904,105810041,137,165.0234375,179.75,36,pin-length-4
105810778,105810916,138,127.0546875,118.625,108,105811024,105811182,158,109.828125,133.625,446,105811628,105811766,138,158.0625,223.125,425,105812191,105812307,116,159.046875,206,36,pin-length-4
105813253,105813379,126,155.8828125,111.125,76,105813455,105813593,138,129.8671875,128,383,105813976,105814103,127,160.171875,173.75,246,105814349,105814476,127,146.0390625,129.125,36,pin-length-4
105815246,105815382,136,167.1328125,118.625,97,105815479,105815606,127,141.8203125,124.875,602,105816208,105816314,106,143.296875,121.875,213,105816527,105816644,117,131.9765625,114.125,36,pin-length-4
105817162,105817279,117,127.0546875,136.75,75,105817354,105817459,105,95.765625,119.875,468,105817927,105818033,106,149.2734375,136.25,181,105818214,105818331,117,152.015625,134.75,36,pin-length-4
